char	codepoint	readings
𦉫	U+2626B	võng
𦉭	U+2626D	võng
𦉱	U+26271	bảy
𦊚	U+2629A	bốn
𦊛	U+2629B	tư
𦊞	U+2629E	mân
𦊱	U+262B1	quái|quải
𦋄	U+262C4	phù
𦋇	U+262C7	tráo|trạo
𦋕	U+262D5	bẫy
𦋚	U+262DA	tráo|trạo
𦋛	U+262DB	tội
𦋦	U+262E6	ra
𦋧	U+262E7	thự
𦋬	U+262EC	phạt
𦋱	U+262F1	ky
𦋲	U+262F2	trí
𦋻	U+262FB	mạ
𦋼	U+262FC	bãi
𦋽	U+262FD	trí
𦌐	U+26310	duy|ly
𦌤	U+26324	trí
𦌱	U+26331	ky
𦌴	U+26334	la
𦍉	U+26349	lạ
𦍋	U+2634B	dương
𦍌	U+2634C	dương
𦍍	U+2634D	dương
𦍑	U+26351	khương
𦍒	U+26352	thát
𦍛	U+2635B	dáng
𦍟	U+2635F	tu
𦍤	U+26364	tường
𦍽	U+2637D	dương
𦎍	U+2638D	giòn
𦎛	U+2639B	gương
𦎟	U+2639F	canh
𦎡	U+263A1	xinh
𦎬	U+263AC	tanh
𦏁	U+263C1	hy
𦏄	U+263C4	đỏm
𦏒	U+263D2	miều
𦏓	U+263D3	bọn
𦏞	U+263DE	luy
𦏬	U+263EC	thiên
𦏲	U+263F2	vũ
𦐇	U+26407	tháp
𦐊	U+2640A	sí
𦐜	U+2641C	thúy
𦑃	U+26443	cánh
𦑅	U+26445	lượn
𦑗	U+26457	quạt
𦒋	U+2648B	hàn
𦒏	U+2648F	cách
𦒢	U+264A2	cao
𦒮	U+264AE	lông
𦒱	U+264B1	khảo
𦒳	U+264B3	lão
𦒵	U+264B5	khụ
𦒹	U+264B9	sáu
𦒿	U+264BF	kỳ
𦓄	U+264C4	mạo
𦓅	U+264C5	già
𦓇	U+264C7	khụ
𦓉	U+264C9	lụ
𦓊	U+264CA	cỗi
𦓐	U+264D0	nhi
𦓜	U+264DC	lẫu
𦓡	U+264E1	mà
𦓤	U+264E4	lỗi
𦓨	U+264E8	cử|tỷ
𦓿	U+264FF	cầy
𦔐	U+26510	vân
𦔙	U+26519	cấy
𦕁	U+26541	văn
𦕌	U+2654C	văn
𦕐	U+26550	đam
𦕓	U+26553	tế
𦕟	U+2655F	vểnh
𦕢	U+26562	thính
𦕦	U+26566	tụ
𦕱	U+26571	liên
𦕳	U+26573	lảu
𦖇	U+26587	bịt
𦖑	U+26591	nghe
𦖟	U+2659F	thông
𦖡	U+265A1	điếc
𦖮	U+265AE	di
𦖻	U+265BB	tai
𦗏	U+265CF	lắng
𦗝	U+265DD	lỏm
𦗞	U+265DE	ghé
𦗽	U+265FD	điếc
𦘒	U+26612	duật
𦘟	U+2661F	triệu
𦘠	U+26620	thư
𦘥	U+26625	triệu
𦘦	U+26626	triệu
𦘧	U+26627	vẽ
𦘨	U+26628	dị|tứ
𦘱	U+26631	vóc
𦘹	U+26639	sườn
𦘺	U+2663A	phì
𦘻	U+2663B	manh
𦙀	U+26640	phỡn
𦙃	U+26643	tư
𦙄	U+26644	hung
𦙍	U+2664D	dận|ế
𦙏	U+2664F	ngực
𦙘	U+26658	chi
𦙜	U+2665C	nách
𦙞	U+2665E	hung
𦙠	U+26660	chi
𦙡	U+26661	khẳng|manh
𦙣	U+26663	mọc
𦙤	U+26664	mào
𦙥	U+26665	họng
𦙦	U+26666	tim
𦙩	U+26669	hào
𦙫	U+2666B	chinh|giêng
𦙳	U+26673	chẩn
𦙶	U+26676	cổ|quăng
𦚃	U+26683	bái|phế
𦚌	U+2668C	kiên
𦚑	U+26691	kiên
𦚔	U+26694	chạo
𦚕	U+26695	cằm
𦚖	U+26696	mập
𦚗	U+26697	tóp
𦚭	U+266AD	truồng
𦚯	U+266AF	dận
𦚰	U+266B0	hiếp
𦚾	U+266BE	hung
𦛉	U+266C9	đéo
𦛊	U+266CA	chồn
𦛋	U+266CB	gật
𦛌	U+266CC	ruột
𦛍	U+266CD	tái
𦛕	U+266D5	cước
𦛜	U+266DC	hàm
𦛢	U+266E2	quắc
𦛫	U+266EB	dận
𦛬	U+266EC	dận
𦛶	U+266F6	cước
𦛺	U+266FA	bét
𦛻	U+266FB	thộn
𦛼	U+266FC	bênh
𦛽	U+266FD	ngóm
𦛾	U+266FE	nục
𦛿	U+266FF	mang
𦜀	U+26700	phị
𦜂	U+26702	hào
𦜐	U+26710	quản
𦜕	U+26715	ky|kỵ
𦜘	U+26718	vú
𦜚	U+2671A	hào
𦜞	U+2671E	rốn
𦝂	U+26742	đít
𦝃	U+26743	ròm
𦝄	U+26744	răng
𦝅	U+26745	phễn
𦝆	U+26746	sần
𦝇	U+26747	đít
𦝈	U+26748	ngắc
𦝉	U+26749	đẻ
𦝊	U+2674A	trôn
𦝋	U+2674B	mụn
𦝌	U+2674C	mép
𦝍	U+2674D	sần
𦝎	U+2674E	phốp
𦝥	U+26765	sáp
𦝩	U+26769	vị
𦝫	U+2676B	yêu
𦝬	U+2676C	nhót
𦝲	U+26772	lạp
𦝹	U+26779	lườn
𦝺	U+2677A	mẩy
𦞁	U+26781	tươi
𦞅	U+26785	vị
𦞍	U+2678D	cáy
𦞎	U+2678E	nghén
𦞏	U+2678F	ôi
𦞐	U+26790	ngực
𦞑	U+26791	vòi
𦞒	U+26792	đẫy
𦞓	U+26793	phay
𦞔	U+26794	hoẳn
𦞢	U+267A2	tao
𦞤	U+267A4	tín
𦞦	U+267A6	hoắc|hác
𦞩	U+267A9	dận
𦟂	U+267C2	mề
𦟉	U+267C9	còm
𦟊	U+267CA	phổi
𦟋	U+267CB	bọ
𦟍	U+267CD	gây
𦟎	U+267CE	sươi
𦟏	U+267CF	khu
𦟐	U+267D0	má
𦟑	U+267D1	iả
𦟒	U+267D2	giòn
𦟖	U+267D6	mỡ
𦟗	U+267D7	nem
𦟜	U+267DC	nách
𦟢	U+267E2	thần
𦟤	U+267E4	tu
𦟦	U+267E6	mô|mạc
𦟪	U+267EA	lườn
𦟰	U+267F0	tra
𦟵	U+267F5	bệu
𦟶	U+267F6	nem
𦟷	U+267F7	bòi
𦟸	U+267F8	nách
𦟹	U+267F9	lồn
𦟺	U+267FA	ngoải
𦟻	U+267FB	nạc
𦟼	U+267FC	bế
𦟽	U+267FD	mật
𦟾	U+267FE	khù
𦟿	U+267FF	đùi
𦠆	U+26806	sụn|tổn
𦠊	U+2680A	não
𦠘	U+26818	vai
𦠯	U+2682F	nhờn
𦠰	U+26830	vác
𦠱	U+26831	phét
𦠲	U+26832	ú
𦠳	U+26833	sườn
𦠴	U+26834	cằm
𦠵	U+26835	rọi
𦠶	U+26836	seo
𦠽	U+2683D	vòi
𦠿	U+2683F	táp
𦡋	U+2684B	rốn
𦡜	U+2685C	tý
𦡞	U+2685E	ngấm
𦡟	U+2685F	lưng
𦡠	U+26860	sống
𦡡	U+26861	ngậy
𦡢	U+26862	rau
𦡣	U+26863	bầm
𦡤	U+26864	chũn
𦡥	U+26865	nách
𦡦	U+26866	dỏng
𦡬	U+2686C	cằm
𦡮	U+2686E	phổi
𦡯	U+2686F	đít
𦡲	U+26872	nính
𦡶	U+26876	lọm
𦢄	U+26884	buồi
𦢉	U+26889	mật
𦢊	U+2688A	bộc
𦢌	U+2688C	độc
𦢖	U+26896	ưng
𦢞	U+2689E	chó
𦢟	U+2689F	phịch
𦢠	U+268A0	răng
𦢡	U+268A1	nóc
𦢢	U+268A2	nóc
𦢩	U+268A9	tủy
𦢲	U+268B2	hô
𦢳	U+268B3	vai
𦢴	U+268B4	lột
𦢵	U+268B5	rõm
𦢶	U+268B6	đùi
𦢷	U+268B7	má
𦢾	U+268BE	gáy
𦣎	U+268CE	nân
𦣕	U+268D5	phèo
𦣗	U+268D7	nhau
𦣘	U+268D8	nứng
𦣙	U+268D9	nấng
𦣞	U+268DE	di|thần
𦣰	U+268F0	nằm
𦣹	U+268F9	tự
𦣼	U+268FC	tự
𦤀	U+26900	khứu
𦤚	U+2691A	bạt
𦤠	U+26920	hôi
𦤭	U+2692D	lẹt
𦤮	U+2692E	thối
𦤯	U+2692F	khắm
𦤰	U+26930	thủm
𦤱	U+26931	khẳn
𦤳	U+26933	chí
𦤴	U+26934	chí
𦤵	U+26935	chí
𦤶	U+26936	trí
𦤹	U+26939	trí
𦤺	U+2693A	trí
𦤼	U+2693C	đài
𦤾	U+2693E	đến
𦥃	U+26943	đến
𦥇	U+26947	trăn
𦥑	U+26951	cúc|cửu
𦥒	U+26952	cửu
𦥓	U+26953	cửu
𦥝	U+2695D	yểu
𦥪	U+2696A	xỉ
𦦙	U+26999	cử
𦧃	U+269C3	lâu
𦧇	U+269C7	chỉ|thị
𦧓	U+269D3	chỉ|thị
𦧘	U+269D8	thịt
𦧜	U+269DC	lưỡi
𦧧	U+269E7	chỉ|thị
𦧴	U+269F4	điền
𦧷	U+269F7	liếm
𦧽	U+269FD	lưỡi
𦨂	U+26A02	múa
𦨑	U+26A11	chài
𦨗	U+26A17	ban|bàn|bát
𦨜	U+26A1C	qua
𦨢	U+26A22	đáy
𦨴	U+26A34	đồng
𦨻	U+26A3B	khoang
𦩍	U+26A4D	đao
𦩚	U+26A5A	mui
𦩛	U+26A5B	gụ
𦩰	U+26A70	xuồng
𦩳	U+26A73	giã|giả
𦩷	U+26A77	câu
𦪂	U+26A82	đò
𦪃	U+26A83	sõng
𦪇	U+26A87	lộc
𦪏	U+26A8F	thong
𦪐	U+26A90	sõng
𦪑	U+26A91	phạt
𦪦	U+26AA6	xưởng
𦪨	U+26AA8	trẩy
𦪵	U+26AB5	ghe
𦪻	U+26ABB	khoang
𦪼	U+26ABC	ghe
𦫘	U+26AD8	bợt
𦬑	U+26B11	nở
𦬖	U+26B16	cừu
𦬶	U+26B36	ngò
𦬸	U+26B38	truật
𦬺	U+26B3A	hoảng
𦬻	U+26B3B	nô
𦭦	U+26B66	trổ
𦭧	U+26B67	túp
𦭪	U+26B6A	húng
𦮕	U+26B95	niết
𦮲	U+26BB2	rễ
𦮴	U+26BB4	nen
𦮺	U+26BBA	tư
𦯊	U+26BCA	quyết
𦯬	U+26BEC	dưa
𦯶	U+26BF6	manh
𦰟	U+26C1F	ngọn
𦰠	U+26C20	óng
𦰢	U+26C22	nưa
𦰣	U+26C23	đay
𦰤	U+26C24	lau
𦰦	U+26C26	cải
𦰲	U+26C32	hu
𦱉	U+26C49	long
𦲒	U+26C92	nhài
𦲵	U+26CB5	chênh
𦲹	U+26CB9	rạ
𦲺	U+26CBA	sả
𦲻	U+26CBB	rơm
𦲼	U+26CBC	ngó
𦲾	U+26CBE	mướp
𦲿	U+26CBF	lá
𦳙	U+26CD9	tré
𦴋	U+26D0B	mống
𦵗	U+26D57	ké
𦵘	U+26D58	sả
𦵙	U+26D59	nhựa
𦵚	U+26D5A	nụ
𦵛	U+26D5B	đốt
𦵜	U+26D5C	ráy
𦵠	U+26D60	hẹ
𦷨	U+26DE8	chè
𦷩	U+26DE9	bốm
𦷫	U+26DEB	hái
𦷬	U+26DEC	bí
𦷭	U+26DED	cói
𦷮	U+26DEE	ngổ
𦷯	U+26DEF	mài
𦷾	U+26DFE	đấy
𦹯	U+26E6F	cỏ
𦹰	U+26E70	mầm
𦹱	U+26E71	gừng
𦹳	U+26E73	thơm
𦹴	U+26E74	bìm
𦹵	U+26E75	cỏ
𦹶	U+26E76	vối
𦹷	U+26E77	bụi
𦹸	U+26E78	dền
𦹹	U+26E79	nhài
𦹺	U+26E7A	rác
𦹻	U+26E7B	dâm
𦺓	U+26E93	trầu
𦻃	U+26EC3	chuy
𦼃	U+26F03	sắng
𦼇	U+26F07	úa
𦼔	U+26F14	liêu|lều
𦼚	U+26F1A	lùm
𦼛	U+26F1B	sắn
𦼜	U+26F1C	sắn
𦼝	U+26F1D	nẫu
𦼞	U+26F1E	dưa
𦼟	U+26F1F	khay
𦼠	U+26F20	súng
𦼥	U+26F25	dứa
𦼨	U+26F28	cũ
𦽔	U+26F54	om
𦽰	U+26F70	tranh
𦾆	U+26F86	ngạc
𦾊	U+26F8A	ngạc
𦾏	U+26F8F	hiệp
𦾠	U+26FA0	dưa
𦾢	U+26FA2	rậm
𦾣	U+26FA3	chồi
𦾤	U+26FA4	dó
𦾥	U+26FA5	vừng
𧀏	U+2700F	súng
𧀐	U+27010	gồi
𧀑	U+27011	giống
𧀒	U+27012	non
𧀓	U+27013	rú
𧀜	U+2701C	sam
𧀞	U+2701E	trái
𧀟	U+2701F	đầy
𧀨	U+27028	lốp
𧀮	U+2702E	phu
𧁴	U+27074	ghém
𧁵	U+27075	vỏ
𧁶	U+27076	giền
𧁷	U+27077	khó
𧁸	U+27078	vừng
𧁹	U+27079	khó
𧁺	U+2707A	rườm
𧂀	U+27080	mạo
𧂁	U+27081	chện
𧂄	U+27084	rườm
𧂒	U+27092	tróc
𧃋	U+270CB	dưa
𧃌	U+270CC	rạp
𧃵	U+270F5	đắng
𧃶	U+270F6	muống
𧃷	U+270F7	khoai
𧃽	U+270FD	ứng
𧄈	U+27108	rêu
𧄊	U+2710A	han
𧄲	U+27132	mo
𧄳	U+27133	kiệu
𧄴	U+27134	ngồng
𧄵	U+27135	rạp
𧅕	U+27155	rạp
𧅫	U+2716B	rác
𧅬	U+2716C	men
𧅭	U+2716D	muống
𧆄	U+27184	thuốc
𧆓	U+27193	thô
𧈣	U+27223	nái
𧈫	U+2722B	hồng
𧉙	U+27259	trùn
𧉚	U+2725A	vắt
𧉝	U+2725D	cáy
𧉢	U+27262	huyệt
𧉧	U+27267	khử|kiếp
𧉻	U+2727B	bạng
𧊅	U+27285	quải
𧊉	U+27289	bướm
𧊊	U+2728A	nhộng
𧊋	U+2728B	thằn
𧊌	U+2728C	chão
𧊎	U+2728E	vắt
𧊐	U+27290	trút
𧊔	U+27294	diễn
𧊕	U+27295	nhông
𧋀	U+272C0	chấu
𧋁	U+272C1	nhái
𧋂	U+272C2	vò
𧋃	U+272C3	chuồn
𧋄	U+272C4	còng
𧋅	U+272C5	rận
𧋆	U+272C6	dòi
𧋇	U+272C7	chạch
𧋍	U+272CD	chét
𧋘	U+272D8	đỉa
𧋟	U+272DF	mối
𧋵	U+272F5	cuống
𧋶	U+272F6	mọt
𧋷	U+272F7	ghẹ
𧋸	U+272F8	trạnh
𧋹	U+272F9	giời
𧋺	U+272FA	chấy
𧋻	U+272FB	lằn
𧋼	U+272FC	nhộng
𧋽	U+272FD	mang
𧋾	U+272FE	ộp
𧋿	U+272FF	khoải
𧌀	U+27300	thằn
𧌂	U+27302	bọ
𧌎	U+2730E	đẻn
𧌑	U+27311	quật
𧌽	U+2733D	biết
𧍅	U+27345	sứa
𧍆	U+27346	cua
𧍇	U+27347	sứa
𧍈	U+27348	đóm
𧍉	U+27349	đỉa
𧍊	U+2734A	giời
𧍋	U+2734B	ngài
𧍌	U+2734C	chẫu
𧍍	U+2734D	rầy
𧍎	U+2734E	hôn
𧍏	U+2734F	cua
𧍐	U+27350	rầy
𧍑	U+27351	võng
𧍒	U+27352	xuyễn
𧍘	U+27358	u
𧍢	U+27362	diễn
𧍴	U+27374	gián
𧎛	U+2739B	đọt
𧎜	U+2739C	ốc
𧎝	U+2739D	chấu
𧎠	U+273A0	rận
𧎩	U+273A9	khiết
𧎴	U+273B4	rết
𧎷	U+273B7	sò
𧏯	U+273EF	nhúc
𧏰	U+273F0	sam
𧏱	U+273F1	đóm
𧏲	U+273F2	rết
𧏳	U+273F3	bọ
𧏴	U+273F4	choi
𧏵	U+273F5	rồng
𧏶	U+273F6	rận
𧏷	U+273F7	nhúc
𧐐	U+27410	trách
𧐖	U+27416	lươn
𧐸	U+27438	điu
𧐹	U+27439	dời
𧐺	U+2743A	thuồng
𧐻	U+2743B	nhồi
𧐼	U+2743C	chẫu
𧐽	U+2743D	róm
𧐾	U+2743E	bọ
𧐿	U+2743F	sùng
𧑁	U+27441	sam
𧑂	U+27442	cáy
𧑃	U+27443	ngao
𧑅	U+27445	vét
𧑆	U+27446	chàng
𧑐	U+27450	quít
𧑒	U+27452	giun
𧒅	U+27485	bướm
𧒇	U+27487	sâu
𧒉	U+27489	rùa
𧒊	U+2748A	ráy
𧒋	U+2748B	rọm
𧒌	U+2748C	rùa
𧒍	U+2748D	rùa
𧒎	U+2748E	nga
𧒒	U+27492	phong
𧓅	U+274C5	nòng
𧓆	U+274C6	chuồn
𧓇	U+274C7	riện
𧓏	U+274CF	hầu
𧓭	U+274ED	mèn
𧓮	U+274EE	vích
𧓯	U+274EF	ngoé
𧓰	U+274F0	sam
𧓽	U+274FD	lại|lệ
𧔙	U+27519	bậu
𧔚	U+2751A	còng
𧔛	U+2751B	nhặng
𧔜	U+2751C	rạm
𧔾	U+2753E	giòi
𧔿	U+2753F	điu
𧕀	U+27540	vích
𧕄	U+27544	ưng
𧕚	U+2755A	trai
𧕬	U+2756C	rẽ
𧕭	U+2756D	rạm
𧖃	U+27583	hến
𧖅	U+27585	mật
𧖐	U+27590	róm
𧖦	U+275A6	mọi
𧖩	U+275A9	nục
𧖰	U+275B0	máu
𧖱	U+275B1	máu
𧖳	U+275B3	đồ
𧖴	U+275B4	mạch
𧖹	U+275B9	mạch
𧖽	U+275BD	minh
𧗂	U+275C2	nịch
𧗄	U+275C4	giám
𧗅	U+275C5	mủ
𧗗	U+275D7	nục
𧗙	U+275D9	hực
𧗚	U+275DA	hực
𧗝	U+275DD	quỹ
𧗞	U+275DE	đạo
𧗟	U+275DF	đạo
𧗡	U+275E1	khản
𧗢	U+275E2	quỹ
𧗧	U+275E7	vãng
𧗨	U+275E8	ngự
𧗪	U+275EA	chính
𧗬	U+275EC	vi
𧗭	U+275ED	khiên
𧗲	U+275F2	trưng
𧗳	U+275F3	huyễn
𧗶	U+275F6	cát
𧗷	U+275F7	thuật
𧗺	U+275FA	khiên
𧗻	U+275FB	ngự
𧗼	U+275FC	huy
𧗾	U+275FE	hành
𧘀	U+27600	đạo
𧘂	U+27602	xung
𧘄	U+27604	đạo
𧘆	U+27606	cù
𧘇	U+27607	y|ấy
𧘈	U+27608	liễu
𧘸	U+27638	xòn
𧘿	U+2763F	chinh
𧙟	U+2765F	duệ
𧙥	U+27665	lung|đổng
𧙻	U+2767B	lốt
𧙼	U+2767C	rách
𧙽	U+2767D	truồng
𧚟	U+2769F	váy
𧚠	U+276A0	sống
𧚢	U+276A2	xống
𧚨	U+276A8	tiệp
𧚭	U+276AD	mền
𧛆	U+276C6	đụp
𧛇	U+276C7	tràng
𧛈	U+276C8	lụn
𧛉	U+276C9	may
𧛊	U+276CA	rách
𧛋	U+276CB	nệm
𧛌	U+276CC	vạt
𧛗	U+276D7	đột
𧛞	U+276DE	hò
𧛶	U+276F6	đãy
𧛷	U+276F7	tơi
𧛾	U+276FE	kháp
𧜀	U+27700	mịch
𧜁	U+27701	sái
𧜐	U+27710	trễ
𧜖	U+27716	chăn
𧜗	U+27717	mớ
𧜘	U+27718	viền
𧜙	U+27719	xống
𧜞	U+2771E	mãn
𧜵	U+27735	đai
𧜹	U+27739	xười
𧜺	U+2773A	bâu
𧜻	U+2773B	đũng
𧝦	U+27766	rách
𧝧	U+27767	chẻn
𧝨	U+27768	chéo
𧝩	U+27769	toàng
𧞊	U+2778A	dải|giải
𧞋	U+2778B	rèm
𧞣	U+277A3	yếm
𧞤	U+277A4	toạc
𧞥	U+277A5	nòi
𧞫	U+277AB	thụ
𧞴	U+277B4	địu
𧞶	U+277B6	đốc
𧞾	U+277BE	mặc
𧞿	U+277BF	rách
𧟀	U+277C0	chẽn
𧟁	U+277C1	viền
𧟝	U+277DD	vạt
𧠅	U+27805	úp
𧡊	U+2784A	thấy
𧢑	U+27891	dớn
𧢟	U+2789F	nghiến
𧢲	U+278B2	giác
𧣠	U+278E0	chánh
𧣧	U+278E7	dia
𧣲	U+278F2	cạnh
𧣳	U+278F3	góc
𧣴	U+278F4	trản
𧤁	U+27901	sừng
𧤂	U+27902	sừng
𧤗	U+27917	đoan
𧤥	U+27925	kèn
𧤭	U+2792D	ba
𧤸	U+27938	mám
𧤹	U+27939	thoi
𧤺	U+2793A	xa
𧥃	U+27943	chọi
𧥇	U+27947	còi
𧥔	U+27954	va
𧥛	U+2795B	ngôn
𧥜	U+2795C	ngôn
𧦔	U+27994	ghế
𧦕	U+27995	kể
𧦖	U+27996	đồn
𧦝	U+2799D	hô
𧦦	U+279A6	nam
𧦧	U+279A7	di
𧦿	U+279BF	béng
𧧀	U+279C0	ngoa
𧧢	U+279E2	hoang
𧧯	U+279EF	khoang
𧧼	U+279FC	nghị
𧩂	U+27A42	báng
𧩙	U+27A59	đản
𧩽	U+27A7D	truân
𧫦	U+27AE6	ê
𧫼	U+27AFC	mơ
𧬯	U+27B2F	kiển
𧭉	U+27B49	chẩn
𧮈	U+27B88	kiển
𧮫	U+27BAB	cốc
𧮬	U+27BAC	cược
𧮰	U+27BB0	hàm
𧯄	U+27BC4	hang
𧯅	U+27BC5	hang
𧯆	U+27BC6	khoát
𧯋	U+27BCB	ha
𧯎	U+27BCE	giản
𧯴	U+27BF4	thụ
𧯵	U+27BF5	phộng
𧯶	U+27BF6	há
𧰗	U+27C17	nành
𧰙	U+27C19	kỳ
𧰜	U+27C1C	chòng
𧰦	U+27C26	ụt
𧰧	U+27C27	thỉ
𧰨	U+27C28	thỉ
𧱬	U+27C6C	dũ
𧱺	U+27C7A	ỷ
𧲫	U+27CAB	cọp
𧲼	U+27CBC	beo
𧳅	U+27CC5	sử
𧳆	U+27CC6	đồng
𧳇	U+27CC7	cọp
𧳏	U+27CCF	bĩ
𧳘	U+27CD8	hùm
𧳟	U+27CDF	lai
𧴄	U+27D04	dung
𧴋	U+27D0B	beo
𧴖	U+27D16	uế
𧴤	U+27D24	bói
𧴪	U+27D2A	tỏa
𧴱	U+27D31	nợ
𧵅	U+27D45	ba
𧵆	U+27D46	gần
𧵘	U+27D58	đam
𧵟	U+27D5F	quà
𧶄	U+27D84	dành
𧶉	U+27D89	tân
𧶎	U+27D8E	tân
𧶙	U+27D99	bối
𧶤	U+27DA4	tiện
𧶫	U+27DAB	biếu
𧶬	U+27DAC	đắt
𧶭	U+27DAD	buôn
𧶮	U+27DAE	của
𧶯	U+27DAF	cõng
𧷝	U+27DDD	xoe
𧷸	U+27DF8	mua
𧷹	U+27DF9	tậu
𧷺	U+27DFA	tròn
𧸑	U+27E11	tặng
𧸒	U+27E12	vủi
𧸓	U+27E13	chứa
𧸖	U+27E16	trám
𧸝	U+27E1D	bán
𧸰	U+27E30	khềnh
𧸺	U+27E3A	còng
𧸻	U+27E3B	búi
𧸽	U+27E3D	di
𧹅	U+27E45	nghèo
𧹋	U+27E4B	vay
𧹛	U+27E5B	chi
𧹟	U+27E5F	đà
𧹥	U+27E65	đỏ
𧹦	U+27E66	đỏ
𧹪	U+27E6A	son
𧹫	U+27E6B	lòm
𧹬	U+27E6C	yên
𧹰	U+27E70	hường
𧹱	U+27E71	thắm
𧹻	U+27E7B	đỏ
𧹼	U+27E7C	đỏ
𧹿	U+27E7F	tím
𧺀	U+27E80	thắm
𧺁	U+27E81	thắm
𧺂	U+27E82	đổ
𧺃	U+27E83	đỏ
𧺆	U+27E86	tẩu
𧺕	U+27E95	rượt
𧻐	U+27ED0	đuổi
𧻚	U+27EDA	cản
𧻩	U+27EE9	rảo
𧻪	U+27EEA	nhông
𧻭	U+27EED	dậy
𧼋	U+27F0B	chạy
𧼌	U+27F0C	chạy
𧼍	U+27F0D	lanh
𧼮	U+27F2E	thang
𧼰	U+27F30	tráp
𧽇	U+27F47	dấy
𧽈	U+27F48	dấy
𧽒	U+27F52	khúng
𧽻	U+27F7B	quất
𧾌	U+27F8C	trốn
𧾍	U+27F8D	chiên
𧾥	U+27FA5	độc
𧾿	U+27FBF	tréo
𧿐	U+27FD0	chen
𧿑	U+27FD1	nhắc
𧿒	U+27FD2	sẩm
𧿕	U+27FD5	kháo
𧿥	U+27FE5	thử
𧿨	U+27FE8	trở
𧿫	U+27FEB	dấu
𧿬	U+27FEC	nhón
𧿭	U+27FED	vết
𧿺	U+27FFA	xoắt
𨀈	U+28008	bước
𨀊	U+2800A	dậng
𨀋	U+2800B	sẩy
𨀌	U+2800C	lánh
𨀍	U+2800D	dùng
𨀎	U+2800E	lộp
𨀏	U+2800F	đến
𨀐	U+28010	rong
𨀑	U+28011	ngoáy
𨀒	U+28012	vó
𨀕	U+28015	khuông|đi
𨀤	U+28024	chọi
𨀰	U+28030	băng
𨀹	U+28039	giạng
𨀺	U+2803A	lết
𨀻	U+2803B	nhòng
𨀼	U+2803C	rảo
𨀽	U+2803D	ríu
𨀾	U+2803E	nhỡ
𨀿	U+2803F	cẳng
𨁉	U+28049	khổn
𨁋	U+2804B	đậu
𨁍	U+2804D	rén
𨁎	U+2804E	choành
𨁘	U+28058	choải
𨁝	U+2805D	buột
𨁡	U+28061	noi
𨁥	U+28065	đủ
𨁦	U+28066	lõng
𨁧	U+28067	noi
𨁨	U+28068	cuống
𨁩	U+28069	bả
𨁪	U+2806A	dấu
𨁫	U+2806B	lỉa
𨁬	U+2806C	duỗi
𨁭	U+2806D	rảo
𨁮	U+2806E	lần
𨁯	U+2806F	xếch
𨁰	U+28070	xụi
𨁱	U+28071	vã
𨁲	U+28072	ập
𨁼	U+2807C	bon
𨂂	U+28082	chích
𨂔	U+28094	dọc
𨂕	U+28095	lồm
𨂖	U+28096	khập
𨂗	U+28097	co
𨂘	U+28098	rầm
𨂙	U+28099	ghềnh
𨂚	U+2809A	rón
𨂣	U+280A3	vụ
𨂼	U+280BC	rẽ
𨃈	U+280C8	cẳng
𨃉	U+280C9	giãy
𨃊	U+280CA	nhổm
𨃋	U+280CB	ríu
𨃌	U+280CC	giày
𨃍	U+280CD	tọt
𨃎	U+280CE	lồm
𨃏	U+280CF	xăm
𨃐	U+280D0	giày
𨃑	U+280D1	khoèo
𨃕	U+280D5	sộc
𨃚	U+280DA	tháp
𨃨	U+280E8	triển
𨃫	U+280EB	nhảo
𨃰	U+280F0	cồm
𨃴	U+280F4	gót
𨃵	U+280F5	chỗm
𨃶	U+280F6	ghếch
𨃷	U+280F7	chúc
𨃸	U+280F8	xông
𨃹	U+280F9	lảng
𨃺	U+280FA	nập
𨃻	U+280FB	lết
𨃼	U+280FC	tọ
𨃽	U+280FD	nhúc
𨃾	U+280FE	xửng
𨄁	U+28101	đâm
𨄂	U+28102	lứng
𨄅	U+28105	khu
𨄉	U+28109	sững
𨄊	U+2810A	té
𨄑	U+28111	bậc
𨄞	U+2811E	chóng
𨄟	U+2811F	đùi
𨄠	U+28120	tắt
𨄳	U+28133	bò
𨄴	U+28134	sụp
𨄵	U+28135	sạo
𨄶	U+28136	dạng
𨄷	U+28137	sững
𨄸	U+28138	đỉnh
𨄹	U+28139	dạo
𨄺	U+2813A	chui
𨄻	U+2813B	dận
𨄼	U+2813C	dời
𨄽	U+2813D	hổm
𨄾	U+2813E	ghé
𨄿	U+2813F	giong
𨅀	U+28140	lệp
𨅁	U+28141	sụp
𨅂	U+28142	mọp
𨅃	U+28143	xồng
𨅄	U+28144	nhón
𨅇	U+28147	tòi
𨅉	U+28149	lửng
𨅍	U+2814D	rén
𨅐	U+28150	què
𨅒	U+28152	trù
𨅞	U+2815E	nhấp
𨅥	U+28165	bay
𨅮	U+2816E	đua
𨅰	U+28170	chững
𨅷	U+28177	dọi
𨅸	U+28178	đứng
𨅹	U+28179	trèo
𨅺	U+2817A	chổm
𨅻	U+2817B	khèo
𨅼	U+2817C	láy
𨅽	U+2817D	lòn
𨅾	U+2817E	sụm
𨅿	U+2817F	vượt
𨆂	U+28182	khúm
𨆌	U+2818C	phiền
𨆏	U+2818F	đuổi
𨆒	U+28192	choạng
𨆓	U+28193	cầm
𨆝	U+2819D	cúi
